,keyword,importance,total_importance
2056,"worst car buying experience, worst car buying, car buying experience, car buying, worst car",0.7305-0.6223-0.5777-0.4546-0.4098,2.79
2057,"car, delivery, delivery guy, easy, advertised",0.4299-0.2897-0.2764-0.2667-0.2659,1.53
2058,"employees, company, start, easy, finish",0.3808-0.3798-0.2916-0.2702-0.228,1.55
2059,"easy transaction, quick delivery, transaction, trade, delivery",0.6354-0.5545-0.4915-0.4393-0.4374,2.56
2060,"auto dealership, dealership, carvana, auto, purchase experience",0.6603-0.5596-0.5561-0.3707-0.3432,2.49
2061,"carvana, training, customers, leave, angry customers",0.4531-0.2692-0.2682-0.2668-0.2621,1.52
2062,"email - scheduling, demanding schedule, rescheduling, day delivery, new delivery date",0.3815-0.3783-0.3608-0.3516-0.3385,1.81
2063,"car insurance, cars dashboard, right car, many issues, cars",0.4502-0.3965-0.3426-0.3218-0.3061,1.82
2064,"carvana something, carvana, car, got car, breaks",0.4699-0.4342-0.3769-0.372-0.319,1.97
2065,"contracts, everything",0.4795-0.197,0.68
2066,"new car, carvana, great experience, car, questions",0.4911-0.4438-0.3832-0.3569-0.3219,2.0
2067,"carvana, prior car salesman, car salesman, day money back guarantee, customers",0.4488-0.3934-0.3867-0.3573-0.3458,1.93
2068,"smooth car buying experience, car buying experience, carvana purchase, car buying, purchase vehicles",0.7142-0.7044-0.5556-0.5399-0.5371,3.05
2069,"direct delivery, delivery, third party carrier, carvana car, carvana",0.4691-0.4108-0.3701-0.3632-0.2893,1.9
2070,"drove, silverrock, repair, car, vehicle asap",0.3363-0.3061-0.2881-0.2816-0.2637,1.48
2071,"delivery driver, overall experience, tire, delivery, tires",0.4241-0.3684-0.3614-0.3505-0.3355,1.84
2072,"fast delivery service, delivery service, dealers, delivery, convenient",0.6064-0.4549-0.4508-0.4332-0.3582,2.3
2073,"carvana, carmax, delivery day, delivery, financing",0.5416-0.4002-0.3734-0.329-0.2858,1.93
2074,"car carvana, finance company, customer advocate, denied, carvana",0.4387-0.4003-0.3607-0.3544-0.3469,1.9
2075,"worst car buying experience, car buying experience, absolute worst car buying experience, car buying, worst car buying",0.551-0.5374-0.5336-0.5267-0.5064,2.66
2076,"paperwork car, car trade, paperwork correctly, registration, paperwork",0.4822-0.4157-0.3621-0.2957-0.2879,1.84
2077,"delivery, delivered, carvana, kbb price, vehicle",0.4081-0.3568-0.3193-0.3041-0.2988,1.69
2078,"inspection, point inspection, repair claim, repair, new car",0.4524-0.4235-0.386-0.3498-0.2819,1.89
2079,"super friendly staff, friendly staff, staff, lead * * * * *, great experience",0.6515-0.6064-0.5173-0.3565-0.342,2.47
2080,"carvanna staff, carvanna, warranty, tire monitor, limited warranty",0.5996-0.5618-0.4168-0.3811-0.3738,2.33
2081,"baby gifts, amazing car, new car, car front, front seat",0.4902-0.4901-0.4557-0.399-0.3848,2.22
2082,"family suv, suv, row suv, carvana, vehicle",0.5016-0.469-0.452-0.4337-0.4289,2.29
2083,"vehicle, purchasing, great experience, experience, great",0.4171-0.3837-0.349-0.2976-0.2067,1.65
2084,"complete scam, scam, several scratches, * * * 335i, fraud",0.4728-0.4022-0.355-0.3245-0.3158,1.87
2085,"car dealership, dealership, new vehicles, carvana, auto business",0.6472-0.5668-0.4348-0.42-0.389,2.46
2086,"fantastic experience, delivery, vehicle, insurance, fantastic job",0.3655-0.3083-0.2719-0.2354-0.2241,1.41
2087,"great experience, experience, recommend, great, absolutely",0.5254-0.3703-0.3319-0.1864-0.1848,1.6
2088,"great experience, experience, step, great, process",0.4422-0.3019-0.278-0.2072-0.2065,1.44
2089,"positive experience, experience, advocate, transaction, whole transaction",0.5218-0.3875-0.2757-0.2748-0.2392,1.7
2090,"tire, tires, good tires, crud tires, silver rock",0.4209-0.4165-0.3856-0.3796-0.3087,1.91
2091,"super happy!!!!the car, car ever!-----------------once, car, vehicles, advertised",0.7252-0.3555-0.3459-0.2886-0.2761,1.99
2092,"repairs, vehicle, dedli e, weeks, anything",0.5362-0.2935-0.2629-0.255-0.0727,1.42
2093,"civic si delivery, civic, birthday, delivery, new car",0.6022-0.3844-0.3533-0.3509-0.3409,2.03
2094,"auto dealership, easiest way, dealership, vehicle, easiest",0.5301-0.5237-0.4835-0.4814-0.4624,2.48
2095,"towing, poor customer service, day money back guarantee, fixing cost, rental car",0.4549-0.4248-0.4127-0.3818-0.3805,2.05
2096,"car carvana, carvana, financial status, credit report, liable",0.5146-0.4389-0.4092-0.3418-0.3277,2.03
2097,"vehicle carvana, carvana, car delivery, car plates, vehicle",0.6614-0.5184-0.5087-0.4452-0.4041,2.54
2098,"second buying attempt, whole windshield, repair, reimbursement, first buying attempt",0.3825-0.3742-0.366-0.3647-0.3555,1.84
2099,"free buying process, inexpensive pricing, buying process, warranty, day warranty",0.5062-0.4608-0.402-0.3394-0.3373,2.05
2100,"purchase vehicle, carvana business, purchase agreement, dodge journey, insurance",0.4754-0.4681-0.4655-0.4182-0.3925,2.22
2101,"vehicle delivery four times, vehicle delivery, delayed, inspection, point inspection",0.4694-0.4165-0.4052-0.375-0.3227,1.99
2102,"deliveries, * * * * * * truck, truck, rescheduled, car * * * * *",0.5151-0.5082-0.493-0.4746-0.3984,2.39
2103,"registration, registration process, vehicle, easy purchase, financing",0.5421-0.5327-0.4163-0.415-0.3571,2.26
2104,"vending machine, 1st car, horrible experience, car, 2nd car",0.395-0.3899-0.3589-0.3535-0.3485,1.85
2105,"easy, time, everything",0.4266-0.4211-0.3038,1.15
2106,"vehicle carvana, carvanas stock, carvanas, carvana, dealership hassles",0.686-0.6157-0.5673-0.5581-0.4918,2.92
2107,"alloy wheels, wheels, car friday, car, insurance",0.4281-0.3242-0.3194-0.274-0.2672,1.61
2108,"claim, approved, income, income bc, checks",0.3185-0.3149-0.2885-0.2547-0.2443,1.42
2109,"cars, delivered, * * * * * * * *, * * * * * * *, * * * * * *",0.3552-0.3245-0.2936-0.2892-0.2802,1.54
2110,"purchase process, delivery time, delivery, experience, delivery man",0.3578-0.3449-0.3289-0.298-0.2926,1.62
2111,"vehicle carvana, carvana, vehicle, delivery date, earliest delivery date",0.7208-0.6194-0.3963-0.362-0.3477,2.45
2112,"car carvana, carvana, buyer experience, vehicle, car",0.5193-0.401-0.4-0.3996-0.3361,2.06
2113,"vehicle carvana, documents, overall good experience, carvana, good experience",0.488-0.413-0.4-0.3565-0.3403,2.0
2114,"carvana, car, carvana team, buying, best",0.4805-0.4549-0.4389-0.3388-0.3235,2.04
2115,"unregistered vehicle, georgia plates, original temporary tag, temporary tag, paperwork carvana",0.4581-0.4163-0.3843-0.3765-0.375,2.01
2116,"car carvana, car service, payoff letter, new car, carvana",0.4994-0.4211-0.4148-0.4106-0.361,2.11
2117,"vehicle purchase, vehicle delivery, delayed, delivery, repair shop",0.4707-0.4543-0.3409-0.3358-0.3293,1.93
2118,"dealing, inspection hub, carvana took$300, got car, different car",0.3095-0.2501-0.2488-0.2467-0.2302,1.29
2119,"e - z website, car, kiosk, buy, website",0.4405-0.2872-0.2788-0.2458-0.2402,1.49
2120,"delivery, delivered, delayed, vehicle, appointment",0.3849-0.3367-0.3295-0.2847-0.2628,1.6
2121,"carvana, buying, buy, questions, everything",0.6418-0.3629-0.3105-0.2272-0.2015,1.74
2122,"oil stains, detail car, stains, rescheduled, insurance",0.3662-0.3322-0.2969-0.2813-0.2714,1.55
2123,"van door, vehicle, van, delivery, obvious mechanical issues",0.4183-0.3866-0.3853-0.3193-0.2766,1.79
2124,"recommend carvana, best car buying experience, car buying experience, best car buying, carvana",0.7603-0.7593-0.6913-0.6772-0.6521,3.54
2125,"total paint failure, paint peel issue, proper paint, warranty companies, paint",0.4863-0.3974-0.3824-0.34-0.3398,1.95
2126,"delivery date, carvana, call, delivery, order",0.4908-0.4062-0.3876-0.36-0.3259,1.97
2127,"bank statements, bank accounts, bank, income, steady income",0.3159-0.2991-0.2707-0.2423-0.2363,1.36
2128,"* * * * * * * dmv, * * * * * * dmv, * * * * * dmv, dmv, carvana",0.5539-0.5506-0.5465-0.5205-0.4239,2.6
2129,"hick * * *, delay, pick, *, * *",0.4735-0.4086-0.2785-0.1973-0.1618,1.52
2130,"worst car buying experience, worst car buying, car buying experience, car buying, worst car",0.6228-0.5468-0.5101-0.4513-0.3938,2.52
2131,"delivery day, minor repair, repair, delivering, delivery",0.3333-0.3217-0.2995-0.2902-0.2847,1.53
2132,"vehicle carvana, carvana problem, terrible customer service experience, terrible customer service, customer service",0.501-0.4986-0.4762-0.4481-0.444,2.37
2133,"loaner cars, manufacturers warranty, warranty company, warranty, dealer",0.4544-0.4453-0.3917-0.3868-0.3854,2.06
2134,"carvana, caravan, warranty, day return, purchasing",0.4806-0.3748-0.3597-0.346-0.312,1.87
2135,"delivery time, buying process, appointment, delivery, rescheduled",0.5301-0.5264-0.4264-0.4044-0.3796,2.27
2136,"car trade, delivery, new car, process, delivery person",0.4296-0.3852-0.3709-0.3121-0.2791,1.78
2137,"carvana, best buying experience, buying experience, experience, buying",0.6763-0.5725-0.4696-0.3365-0.3243,2.38
2138,"engine stalls, chrysler, bbb, false advertising, dodge",0.3846-0.2772-0.2637-0.2344-0.2254,1.39
2139,"car kamajith compass, dealership, business, transmission, car",0.5267-0.4265-0.3082-0.3056-0.241,1.81
2140,"real dealership, rescheduling, car carvana, reschedule, rescheduled",0.4456-0.4217-0.4167-0.4113-0.4071,2.1
2141,"vehicle arrived, deliveries, 3rd delivery, delivery, deliver",0.5196-0.5083-0.4706-0.4462-0.4364,2.38
2142,"first time buyer, car carvana, carvana, great experience customer service, buyer",0.5656-0.5145-0.433-0.418-0.4108,2.34
2143,"order, delayed, mold, car, got car",0.373-0.3716-0.3444-0.3433-0.3236,1.76
2144,"financing issue, carvana, carvana * * * *, carvana * * * * *, carvana * * * * * * *",0.3849-0.3794-0.3599-0.3543-0.344,1.82
2145,"worst car buying experience, car buying experience, worst car buying, dealership, car buying",0.7631-0.7049-0.6475-0.5545-0.5506,3.22
2146,"negative star option, negative star, star option, star, terrible service",0.6517-0.6047-0.5728-0.3889-0.364,2.58
2147,"vehicle online, car delivery, loan, car rental, delayed",0.4281-0.3626-0.3101-0.3071-0.296,1.7
2148,"manual transmission, transmission, delivery, delivery time, terrific experience",0.4857-0.3962-0.3544-0.3221-0.2994,1.86
2149,"carvanas purchase experience, purchase experience, new vehicle, found vehicle, truck",0.6144-0.5459-0.458-0.4285-0.4039,2.45
2150,"day delivery, hour notice, delivery, hour, emails",0.4301-0.4072-0.338-0.2557-0.2516,1.68
2151,"discount tire, tire issue, discount tires, front right tire, tire",0.5062-0.4822-0.468-0.4032-0.3934,2.25
2152,"credit report, car today, carmax, credit, call",0.3303-0.323-0.3081-0.2688-0.2676,1.5
2153,"day test drive, test drive, hughesnet internet, financing company, financing",0.4566-0.428-0.3698-0.3602-0.3163,1.93
2154,"carvana, car dealerships, dealership, dealerships, car delivery",0.4561-0.4362-0.4251-0.4184-0.3701,2.11
2155,"inspection, 150pt inspection, overall experience, good experience, review",0.4518-0.4513-0.3826-0.3526-0.3138,1.95
2156,"2nd vehicle, carvana, vehicle, test drive, day test drive",0.5212-0.5067-0.4524-0.3417-0.3362,2.16
2157,"worst car buying experience, car buying experience, vehicle delivery, paperwork incorrect, car buying",0.479-0.4733-0.4336-0.4319-0.3984,2.22
2158,"silverrock warranty, carvana management, warranty, silverrock, terrible experience",0.5699-0.423-0.3704-0.362-0.3415,2.07
2159,"dealerships, tag paperwork, inspection, paperwork, suv",0.377-0.3063-0.3035-0.3017-0.2989,1.59
2160,"purchase carvana, carvana, problems, 3rd purchase, hassle",0.5345-0.4871-0.2815-0.2742-0.2703,1.85
2161,"scam.0/10, loan, document, bank, new blank copy",0.5025-0.3784-0.3544-0.3473-0.3414,1.92
2162,"carvanas services, carvanas, carvana, online car vendors, customer service",0.7829-0.6421-0.6262-0.5302-0.3404,2.92
2163,"insurance, auto body damage, several setbacks, insurance company, setbacks",0.3948-0.3938-0.3849-0.3802-0.3699,1.92
2164,"car buying, dealerships, new car, carvana, car details",0.5356-0.4593-0.4485-0.4191-0.3724,2.23
2165,"unwanted car, awd car, unregistered car, correct car, new car",0.4526-0.4387-0.4166-0.3625-0.3331,2.0
2166,"registration issues, registration, nv dmv, license plate, dmv",0.436-0.3766-0.3226-0.3035-0.2857,1.72
2167,"carvana, vin, emissions, verify, state",0.426-0.3725-0.268-0.256-0.2055,1.53
2168,"jeep, buick, delay, buy, buying",0.44-0.3637-0.3565-0.3011-0.2994,1.76
2169,"new registration, registration, customer service, customer, service",0.4765-0.4132-0.4038-0.3054-0.3026,1.9
2170,"carvana purchase, carvana, way carvana, paperwork, contract",0.5907-0.4253-0.3874-0.3204-0.3193,2.04
2171,"vw cc, vw, carvana, vehicle, car",0.6821-0.5349-0.5256-0.3997-0.3388,2.48
2172,"rta form, vehicle carvana, vehicle insurance, insurance company, second vehicle",0.514-0.5106-0.5092-0.4864-0.3911,2.41
2173,"best cat buying experience, pandemic, pandemic happening, virus, cat",0.5209-0.3536-0.3503-0.3485-0.3327,1.91
2174,"carvana, happy camper, dealing, everything",0.5236-0.5144-0.2198-0.1718,1.43
2175,"worst car buying experience, worst car buying, car buying experience, car buying, car * * * * *",0.582-0.5023-0.475-0.4219-0.357,2.34
2176,"car carvana, carvana, purchasing, buying, buy",0.5709-0.4835-0.4234-0.3983-0.3404,2.22
2177,"worst car buying experience, lower value star rating, day money back guarantee, car buying experience, worst car buying",0.4973-0.4949-0.4408-0.421-0.408,2.26
2178,"inspection, pt inspection, carvana, paperwork * * * *, purchasing",0.3815-0.3812-0.3601-0.3481-0.3447,1.82
2179,"business carvana, credit karma, black vehicle, carvana, vehicle * * *",0.4007-0.397-0.3957-0.392-0.3899,1.98
2180,"car dealership, dealership, la, registration, days return",0.476-0.4725-0.4081-0.3667-0.3275,2.05
2181,"car buying experience, car buying, carvana, new car, buying experience",0.6274-0.5244-0.5005-0.4789-0.3789,2.51
2182,"payoff email, payoff information, payoff, official payoff, credit union",0.5897-0.5219-0.4201-0.418-0.398,2.35
2183,"delivery, mini * * * * * *, nearest date, delayed, mini",0.3037-0.301-0.2873-0.2791-0.277,1.45
2184,"car dealership, new vehicle, dealership, car purchases, future car purchases",0.445-0.4139-0.3982-0.386-0.3752,2.02
2185,"chevrolet trax, car carvana, whole car buying process, new car, car buying",0.5128-0.4303-0.3654-0.3626-0.3598,2.03
2186,"dealership, top notch customer service, customer service, customer, delivery",0.5778-0.5739-0.5467-0.4236-0.3869,2.51
2187,"carvana, awesome experience, experience, recommend, awesome",0.5644-0.4777-0.3131-0.2218-0.2098,1.79
2188,"carvana, purchase vehicle, vehicle, customer service, actual purchase process",0.5216-0.516-0.3884-0.3842-0.3738,2.18
2189,"carvana, owners manual, buying, car, buy",0.4602-0.4363-0.3937-0.3481-0.3401,1.98
2190,"disconnected carvana, car sales, carvana, vehicle, schedule delivery",0.4947-0.3891-0.3741-0.3685-0.3558,1.98
2191,"provide title, license plates, carvana, registration, legal responsibilities",0.4082-0.361-0.3108-0.3089-0.2937,1.68
2192,"uber expenses, uber, jeep grand cherokee, ubers, jeep dealership",0.3875-0.3734-0.3202-0.2998-0.2787,1.66
2193,"refund, car swap, day guarantee, guarantee, inspection",0.416-0.3846-0.3775-0.3455-0.3453,1.87
2194,"new car, buying, big purchase, future cars, carvana",0.3492-0.2952-0.2947-0.2941-0.2711,1.5
2195,"car carvana, dealership, carvana, vending machine, first experience",0.4996-0.4202-0.3931-0.3903-0.3685,2.07
2196,"carvana purchase, second carvana purchase, best car buying experiences, carvana family, carvana",0.7938-0.7906-0.6611-0.6208-0.619,3.49
2197,"financing, carvana, identity check, identity, car",0.4106-0.3976-0.3933-0.2899-0.289,1.78
2198,"carvana, registration, customer service, customer, marginal customer service",0.5616-0.3953-0.3942-0.3387-0.2968,1.99
2199,"carvana, * * * * * * * carvana, * * * * * carvana, * * * carvana, used car dealer",0.6783-0.6572-0.6496-0.6493-0.5696,3.2
2200,"best car buying experience, car buying experience, best car buying, car buying, buying experience",0.7443-0.7164-0.6146-0.568-0.4642,3.11
2201,"caravana, vehicle, delivery, delivery miscommunication, duty",0.4887-0.4624-0.3905-0.3864-0.339,2.07
2202,"car facts, work car, carvana, much car, many previous owners(mine",0.3783-0.3684-0.3238-0.3215-0.3138,1.71
2203,"rescheduled, reschedule, delivery date, delivery time, soonest delivery date",0.5195-0.5191-0.515-0.5044-0.4502,2.51
2204,"delays, delayed, delivery, silverrock repair facility, reimbursement paperwork",0.3772-0.3491-0.3273-0.3045-0.2697,1.63
2205,"carvana advocate, low tire pressure, tire pressures, tire, payed cash",0.3843-0.3788-0.3756-0.3484-0.3408,1.83
2206,"delivery driver, delivery, driver, warranty company, whole experience",0.4536-0.3184-0.306-0.3009-0.2937,1.67
2207,"carvana * * * * *, carvana * * * *, * * * carvana, carvana, * * * * dealership",0.705-0.7027-0.6736-0.6679-0.5479,3.3
2208,"appraisal amount, cars value, appraisal, business carvana, negative equity",0.5283-0.4625-0.4409-0.4346-0.4,2.27
2209,"third party warranty, suv, insurance, refund, warranty",0.4229-0.3407-0.3236-0.3153-0.3063,1.71
2210,"great experience car, great experience, experience, car, recommend",0.609-0.4494-0.281-0.2344-0.2325,1.81
2211,"delays, dealership, recommend carvana, delay, car",0.378-0.377-0.3056-0.3009-0.2765,1.64
2212,"seamless process, car, awesome, fantastic, customer",0.3556-0.3066-0.247-0.2323-0.2291,1.37
2213,"carvana, registration, car fax, day warranty, auto",0.538-0.3112-0.3067-0.2964-0.2787,1.73
2214,"carvana, vehicle, delivery, whole process, process",0.4621-0.3945-0.3795-0.3-0.2338,1.77
2215,"car, buy, great way, easy experience, experience",0.3502-0.2809-0.2774-0.2455-0.1537,1.31
2216,"carvana, dealership, work car, curbside delivery, car",0.6456-0.3805-0.3434-0.3286-0.2787,1.98
2217,"coolant, car, literally",0.6877-0.3066-0.0482,1.04
2218,"purchase vehicle, smooth transaction, dealership, traditional dealership, dealerships",0.5367-0.4925-0.4677-0.4586-0.4527,2.41
2219,"great warrantys, loan applications, fast decisions, loan, many vehicles",0.5975-0.5027-0.4928-0.4627-0.4479,2.5
2220,"car purchase, kafkaesque nightmare, customer service, dealer, deliveries",0.52-0.4188-0.4179-0.3985-0.3553,2.11
2221,"car carvana, hr le, hr * * * *, car, hr",0.473-0.423-0.3951-0.3765-0.3716,2.04
2222,"easiest car buying experience, car buying experience, car buying, buying experience, car",0.8176-0.7461-0.5941-0.4855-0.3832,3.03
2223,"dealership, car lot, car, buying, carvana",0.4478-0.3464-0.3326-0.3269-0.3122,1.77
2224,"delivery delays, dealership sale, dealership, delivery, vehicle condition",0.5053-0.4729-0.4026-0.4011-0.3905,2.17
2225,"scratches, rear bumper, bumper, carvana paperwork, plates",0.5062-0.436-0.4297-0.3848-0.3172,2.07
2226,"car buying experience, worst car buying experience, purchase carvana, car buying, worst car buying",0.6435-0.639-0.6318-0.5401-0.538,2.99
2227,"whole process, process, work, everyone, loved",0.3815-0.3188-0.2549-0.2485-0.2479,1.45
2228,"advocate * * * * * *, advocate, * * * * * * * *, * * * * * * *, * * * * * *",0.5352-0.4546-0.3374-0.3295-0.3164,1.97
2229,"carvana cars, vehicle, carvana, something carvana, cars",0.5369-0.4327-0.4167-0.3837-0.3218,2.09
2230,"cash vehicle, inspection, pt inspection, paperwork * * * *, odometer disclosure",0.4525-0.4173-0.4154-0.3994-0.3904,2.08
2231,"fastest 25k, fastest, lol great experience, great experience, car",0.5442-0.3875-0.3816-0.3569-0.2751,1.95
2232,"inspection, possible exhaust system, exhaust, noise, paint chips",0.5656-0.485-0.4508-0.3396-0.335,2.18
2233,"carkeys express, key contract, replacement key, spare key, warranty company silver rock",0.4223-0.4131-0.4113-0.4036-0.3834,2.03
2234,"car buying experience, buying experience, pleasant experience, car buying, experience",0.6794-0.4324-0.4114-0.3991-0.3302,2.25
2235,"contact dealerships, second car/ truck, truck, dealerships, delivery time",0.4239-0.4102-0.4042-0.387-0.3509,1.98
2236,"carvana communication, vehicle carvana, carvana, vehicle logistics company, delivery",0.5618-0.5523-0.4554-0.4224-0.3935,2.39
2237,"vehicle tags, registration, rental car, temp tags, vehicle",0.5303-0.3887-0.3407-0.3288-0.315,1.9
2238,"best car buying, car buying, carvana, financing, car",0.603-0.5059-0.4528-0.305-0.2975,2.16
2239,"great car, good value, car, value, price",0.6698-0.4735-0.388-0.3445-0.3374,2.21
2240,"star review, day delivery, delivery date, carvana, confirmation text",0.3738-0.3006-0.3-0.2979-0.2974,1.57
2241,"great experience, experience, smooth process, process, great",0.5513-0.4417-0.4231-0.2964-0.2869,2.0
2242,"convenience, encounter, everyone, process, whole process",0.3377-0.2645-0.2059-0.1684-0.1572,1.13
2243,"vehicle online, anytime customer service, experience buying, delivery, online",0.6232-0.4781-0.4198-0.3552-0.3404,2.22
2244,"carvana, several issues, issues, car, problems",0.5574-0.3973-0.393-0.359-0.3437,2.05
2245,"car inspection, inspection, terrible customer service, car shop, bad coolant leak",0.5318-0.4679-0.3838-0.3477-0.3245,2.06
2246,"registration, telephone records, new profile, fixing, car",0.6061-0.289-0.275-0.2659-0.2657,1.7
2247,"carvana, information carvana, transaction, carvana * * * *, delayed",0.4093-0.4008-0.3927-0.3883-0.365,1.96
2248,"worst car buying experience, worst car buying, car buying experience, car buying, worst car",0.5397-0.4771-0.4758-0.4498-0.3391,2.28
2249,"carvana, reason carvana, title, vehicle, engine",0.5011-0.4406-0.3763-0.3623-0.3493,2.03
2250,"carvana site, carvana, car process, truck, car",0.5564-0.5251-0.4982-0.3673-0.3394,2.29
2251,"car carvana, reliable suv, reliable local dealer, carvana, suv",0.6113-0.5567-0.5513-0.517-0.4313,2.67
2252,"poor quality care, bad experience, carvana, advocate, carvana * * * *",0.44-0.3518-0.3291-0.3275-0.3142,1.76
2253,"transaction, simple support, service, purchase, support",0.4477-0.375-0.3464-0.3058-0.2695,1.74
2254,"dealership experience, dealership, free un - dealership experience, sell transactions, deliver",0.4272-0.3924-0.3852-0.2987-0.2807,1.78
2255,"vehicle carvana, traditional dealerships, dealerships, carvana, civic",0.5543-0.4781-0.4658-0.4245-0.4236,2.35
2256,"vehicle carvana, carvana, next vehicle, vehicle, purchasing",0.6446-0.5579-0.3688-0.3533-0.3498,2.27
2257,"carvana, new car, best experience, car, experience",0.5123-0.4146-0.3845-0.2958-0.2707,1.88
2258,"delivery driver, excellent customer service, delivery, excellent customer service skills, best experience",0.4677-0.4214-0.4032-0.3816-0.3712,2.05
2259,"untrained remote workers, truck, vehicle, * * location, * * * * * location",0.4724-0.3798-0.3734-0.3028-0.2943,1.82
2260,"auto insurance, car company, insurance, delivery, deliver",0.4982-0.4081-0.3846-0.2849-0.272,1.85
2261,"vehicle price, pre - order, carvana, vehicle * * *, final price",0.5722-0.3868-0.3799-0.3758-0.3714,2.09
2262,"carvana, people carvana, car, salesman, salesman everytime",0.6229-0.5011-0.3426-0.3401-0.3057,2.11
2263,"carvana, great experiences, cars, experiences, recommend",0.6153-0.3815-0.3761-0.2699-0.2423,1.89
2264,"silver rock, authorized repair shop, dealership, repair shop, repair",0.3855-0.3852-0.3765-0.376-0.3719,1.9
2265,"carvana, buying process, warranty, buying, warranty company",0.5847-0.3579-0.3284-0.3283-0.3014,1.9
2266,"detail car, car, tow truck, insurance, tow truck drive",0.357-0.2916-0.2829-0.2745-0.2732,1.48
2267,"car, buy, still, year, half",0.3354-0.3133-0.1939-0.1173-0.0573,1.02
2268,"easiest car purchase, cosmetic issues, oil leak fix, flaws, inspection report",0.4442-0.4003-0.3956-0.3731-0.3728,1.99
2269,"dealership, great customer service, customer service, customer, waiting",0.6366-0.419-0.3435-0.3305-0.2618,1.99
2270,"cosmetic damage, cosmetic stuff, cosmetic, issues, damage",0.4364-0.3486-0.3419-0.3375-0.2815,1.75
2271,"purchase process, complete transaction, inspection, transaction, min . test drive",0.4103-0.3652-0.3645-0.2987-0.2796,1.72
2272,"car buying, carvana, car, buying, buy",0.6367-0.5577-0.3906-0.382-0.3448,2.31
2273,"tundra, carvana, third party, truck, registration paperwork",0.4133-0.4039-0.3385-0.331-0.3237,1.81
2274,"easiest car purchase, carvana, car purchase, vehicle, car",0.6307-0.6284-0.5516-0.4406-0.3718,2.62
2275,"temporary plates, worst company, customer advocates, plates, customer",0.4298-0.4113-0.3651-0.3581-0.2939,1.86
2276,"carvana, dealership, delivery, delivered, great experience",0.514-0.4573-0.3575-0.3113-0.3108,1.95
2277,"carvana, car, buy, great communicators, next step",0.5366-0.3927-0.2348-0.2164-0.1814,1.56
2278,"car buying, vehicle, car, buying, worth",0.5873-0.357-0.3433-0.3302-0.2243,1.84
2279,"car carvana, customer support, financing group, carvana, financing",0.4497-0.4333-0.3928-0.3837-0.3688,2.03
2280,"pros, hassle, cons, overall, good",0.4057-0.3061-0.2979-0.1049-0.0778,1.19
2281,"carvana business, horrible selling experience, carvana site, carvana, selling process",0.5618-0.3798-0.3715-0.3663-0.3339,2.01
2282,"surprise dealer, carvana building, carvana, dealer, purchase",0.459-0.4476-0.4444-0.3978-0.3394,2.09
2283,"vehicle carvana, car carvana, purchase vehicle, carvana, new car",0.5372-0.5216-0.4451-0.4301-0.3615,2.3
2284,"dealerships, shop, definitely, much, would",0.6085-0.3825-0.1743-0.1733-0.1685,1.51
2285,"best car services, quality vehicle, car deal, quick service, life car",0.7737-0.4727-0.4425-0.3961-0.3798,2.46
2286,"* * operative customer, mail, legal action, customer, dmv",0.3564-0.3231-0.3081-0.3078-0.292,1.59
2287,"registration, carvana, vehicle, waiting, transfer",0.487-0.4371-0.3552-0.299-0.2861,1.86
2288,"purchasing, old tires, tires, repair, car",0.4958-0.4192-0.369-0.2519-0.2334,1.77
2289,"easiest buying process, regular dealership, dealership, buying process, exchange process",0.6979-0.6342-0.6292-0.6025-0.5109,3.07
2290,"carvana, marketing promises, car, definite game changer, cars",0.4159-0.3583-0.3419-0.3297-0.3145,1.76
2291,"good experience, appt, experience, sales, thanks",0.4572-0.4116-0.3376-0.2884-0.2574,1.75
2292,"ridiculous low balling company, vehicle * * *, company, vehicle, car",0.5733-0.348-0.3433-0.3279-0.3234,1.92
2293,"cosmetics, carvana, car, repair, driver",0.4734-0.4705-0.3719-0.3656-0.3331,2.01
2294,"local jeep dealership, jeep dealership, jeep patriot, jeeps hauler, * * * * * * * jeep",0.3972-0.3929-0.3768-0.3764-0.3649,1.91
2295,"rescheduling, take weeks, weeks, dates, drop",0.3816-0.332-0.2872-0.269-0.2607,1.53
2296,"georgia law, vehicle registration, georgia state law, liability coverage, carvana",0.4547-0.4489-0.4475-0.3588-0.3548,2.06
2297,"ac vents, closest silver rock location, vents, silver rock, ac",0.593-0.5178-0.4678-0.4456-0.3652,2.39
2298,"carvana, pickup date, customer service representative, recommend carvana, vehicle tags",0.3846-0.3836-0.3363-0.3348-0.3336,1.77
2299,"delay delivery, delays, new delivery date, delay, delivery date",0.5632-0.439-0.4184-0.3717-0.3716,2.16
2300,"carvana, customer service, delays, text message communication, customer",0.5755-0.4485-0.3848-0.3724-0.3711,2.15
2301,"whole carvana experience, carvana experience, carvana, carvana people, delivery driver",0.8258-0.8185-0.6905-0.6133-0.2984,3.25
2302,"delivery date, purchase process, delivery, carvana, different dealer",0.4512-0.4312-0.4034-0.3733-0.3022,1.96
2303,"temp tags, plates, tags, different states, state",0.4852-0.3583-0.3168-0.284-0.2755,1.72
2304,"process, detailing, dealerships, first car, vehicle",0.4072-0.383-0.3545-0.2998-0.2726,1.72
2305,"delivery, delivered, approved, whole process, support",0.3961-0.3358-0.3161-0.2896-0.286,1.62
2306,"great service, service, easy process, awesome, process",0.5195-0.3834-0.3353-0.326-0.2877,1.85
